id,first_name,last_name,position,age,prime_age,year,state,country,college_id,college,stars,height,overall,finishing,shooting2,shooting3,free_throw,ballwork,rebounding,interior_defense,perimeter_defense,overall_grade,finishing_grade,shooting2_grade,shooting3_grade,free_throw_grade,ballwork_grade,rebounding_grade,interior_defense_grade,perimeter_defense_grade,pro_potential_grade,potential_grade,draft_pick_id,draft_pick,drafted_team_id,drafted_team_abbr,spec_shooting2,spec_shooting3,spec_finishing,spec_free_throw,spec_ballwork,spec_rebounding,spec_interior_defense,spec_perimeter_defense,spec_count,archetype,prediction,recruiting_bias_value,stamina,playtime_expectations,minutes,previous_team_id,previous_team,personality,free_agency,recruiting_bias,work_ethic,academic_bias,player_id,defense,created_at,updated_at,deleted_at,inside_proportion,mid_range_proportion,three_point_proportion,position_one,position_two,position_three,p1_minutes,p2_minutes,p3_minutes,standing_reach,vertical_leap,lane_agility,max_vertical_leap,three_quarter_sprint,shuttle_run,wing_span,potential,discipline,injury_rating,is_injured,injury_name,injury_type,weeks_of_recovery,injury_reserve,relative_id,relative_type,notes,is_international
4619,David,Dykes,SF,23,29,0,"Puerto Rico",USA,0,,1,7-1,27,4,6,11,7,5,8,1,4,F,F,F,C+,D,D,C-,F,F,43,C,0,,0,,1,0,0,1,1,1,0,0,0,,0,,47,0,0,0,,Focused,Average,Average,Average,Average,4619,0,"2025-12-12 00:12:10.647","2025-12-12 00:12:10.647",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,12,0,0,0,,,0,0,0,0,,0
4620,Yee,Garcia,PF,23,28,0,Nebraska,USA,0,,1,7-0,28,4,5,3,10,3,6,9,9,F,F,F,F,C,F,D,D,D,41,C+,0,,0,,1,0,1,0,1,0,1,1,0,,0,,48,0,0,0,,Narcissist,"Money motivated",Average,Average,Average,4620,0,"2025-12-12 00:11:55.164","2025-12-12 00:11:55.164",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,2,0,0,0,,,0,0,0,0,,0
4621,John,Ng,PG,23,27,0,Nebraska,USA,0,,1,7-1,28,7,11,3,11,5,2,4,9,F,F,C,F,C+,F,F,D,D,29,C,0,,0,,1,0,1,0,1,1,0,0,0,,0,,44,0,0,0,,Average,Average,Average,"Streams too much",Average,4621,0,"2025-12-12 00:11:01.510","2025-12-12 00:11:01.510",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,7,0,0,0,,,0,0,0,0,,0
4631,David,Romero,PF,23,30,0,"North Dakota",USA,0,,2,6-9,40,2,12,11,11,11,8,10,6,F,F,C-,C,C,C-,D,C-,D,42,C+,0,,0,,0,1,0,1,1,0,0,0,0,,0,,48,0,0,0,,Average,Average,Average,"Focuses on Max Reps",Average,4631,0,"2025-12-12 00:03:25.109","2025-12-12 00:03:25.109",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,16,0,0,0,,,0,0,0,0,,0
4632,Kiran,Surgeon,PG,23,26,0,Delaware,USA,0,,1,7-1,23,2,5,15,1,1,5,6,11,F,F,F,B,F,F,F,D,C+,44,C,0,,0,,1,1,0,0,0,0,0,0,0,,0,,44,0,0,0,,Average,Average,Average,Average,Average,4632,0,"2025-12-12 00:12:53.435","2025-12-12 00:12:53.435",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,12,0,0,0,,,0,0,0,0,,0
4633,Joel,Dana,SG,23,30,0,Minnesota,USA,0,,1,7-0,34,6,11,4,8,9,3,11,7,F,C-,C+,F,D,C-,F,D,F,54,C+,0,,0,,1,1,0,1,0,0,1,1,0,,0,,43,0,0,0,,Average,Average,Average,Average,Average,4633,0,"2025-12-12 00:07:40.103","2025-12-12 00:07:40.103",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,28,0,0,0,,,0,0,0,0,,0
4643,Arun,Vue,C,23,29,0,,Malaysia,0,,1,6-9,30,8,12,17,16,3,2,3,2,F,C,C,B,B-,F,F,D,F,42,C,0,,0,,1,1,0,1,0,0,0,0,0,,0,,42,0,0,0,,Extroverted,"Highest bidder",Average,Average,"Naturally book smart",4643,0,"2025-12-12 00:10:16.603","2025-12-12 00:10:16.603",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,49,0,0,0,,,0,0,0,0,,0
4644,Gerardo,Ortiz,C,23,29,0,Connecticut,USA,261,DREX,1,6-11,32,11,5,3,11,2,10,1,5,F,D,F,F,D,F,C-,F,F,43,C,0,,0,,0,0,1,0,0,0,0,1,0,,0,,35,0,0,0,,Uncooperative,Average,Average,"Focuses on Max Reps",Average,4644,0,"2025-12-11 23:41:44.236","2025-12-11 23:41:44.236",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,1,0,0,0,,,0,0,0,0,,0
4655,Jose,Lee,C,23,27,0,,Vietnam,0,,1,6-9,32,7,11,1,3,10,6,2,6,F,D,C+,F,F,D,F,F,F,41,C+,0,,0,,1,0,1,1,1,0,0,0,0,,0,,41,0,0,0,,Average,Average,"Prefers to be close to home",Average,"Sits at the back of the class",4655,0,"2025-12-12 00:08:34.843","2025-12-12 00:08:34.843",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,10,0,0,0,,,0,0,0,0,,0
4656,Edward,Mendoza,PG,23,29,0,Indiana,USA,262,ELON,1,7-1,41,7,3,1,9,10,13,12,3,F,C-,F,F,C-,C,C+,C-,F,92,A+,0,,0,,0,0,1,0,0,1,1,1,0,,0,,40,0,0,0,,Average,"Hates Cleveland",Average,"Skips Leg Day",Average,4656,0,"2025-12-11 23:41:52.025","2025-12-11 23:41:52.025",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,17,0,0,0,,,0,0,0,0,,0
4657,Augusto,Hamid,SF,23,27,0,,Japan,262,ELON,1,7-0,49,7,8,11,10,17,10,11,2,F,D,D,C+,C+,B-,C,C+,F,78,A+,0,,0,,0,0,0,0,1,0,1,0,0,,0,,45,0,0,0,,Average,Average,Average,Average,Average,4657,0,"2025-12-11 23:41:49.857","2025-12-11 23:41:49.857",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,64,0,0,0,,,0,0,0,0,,0
4667,Richard,Chang,PG,23,25,0,"New Mexico",USA,263,HAMP,1,7-1,39,4,9,8,3,8,14,5,9,F,F,D,C-,F,D,B-,F,D,45,B-,0,,0,,0,0,0,0,0,1,0,0,0,,0,,37,0,0,0,,Average,Average,Legacy,Average,Average,4667,0,"2025-12-11 23:42:03.274","2025-12-11 23:42:03.274",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,25,0,0,0,,,0,0,0,0,,0
4668,William,Dennison,PG,23,28,0,,Kenya,263,HAMP,1,7-1,40,11,8,12,3,11,6,6,5,F,C+,C-,C-,F,C,F,F,D,50,B-,0,,0,,0,0,0,0,0,0,0,0,0,,0,,35,0,0,0,,Average,"Hates Cleveland",Average,Average,Average,4668,0,"2025-12-11 23:42:01.459","2025-12-11 23:42:01.459",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,59,0,0,0,,,0,0,0,0,,0
4669,Xiao,Yun,PF,23,25,0,Maryland,USA,263,HAMP,1,7-1,30,3,3,3,13,1,9,12,10,F,F,F,F,C-,F,C-,B-,C-,46,B-,0,,0,,1,0,0,1,0,1,1,0,0,,0,,33,0,0,0,,Average,Average,Average,"Center of Attention",Average,4669,0,"2025-12-11 23:42:05.408","2025-12-11 23:42:05.408",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,26,0,0,0,,,0,0,0,0,,0
4679,David,Phillips,SG,23,30,0,,Croatia,0,,1,6-9,30,5,10,6,4,2,8,13,5,F,D,D,F,F,F,D,B-,D,54,B-,0,,0,,0,0,0,0,0,1,1,0,0,,0,,48,0,0,0,,Average,Average,Average,Average,Average,4679,0,"2025-12-12 00:11:15.562","2025-12-12 00:11:15.562",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,27,0,0,0,,,0,0,0,0,,0
4680,Steven,Shay,SG,23,26,0,,Portugal,0,,1,6-9,28,1,9,12,11,3,6,6,10,F,F,D,C-,C+,F,F,D,D,53,B-,0,,0,,0,0,0,0,0,1,0,0,0,,0,,36,0,0,0,,Frail,Average,Open-Minded,Average,"Teacher's Pet",4680,0,"2025-12-12 00:10:26.891","2025-12-12 00:10:26.891",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,32,0,0,0,,,0,0,0,0,,0
4681,Darren,Smith,PF,23,28,0,,Romania,264,HOF,1,6-11,30,3,9,8,8,2,4,15,12,F,F,C,D,D,F,F,B,C+,51,B-,0,,0,,0,0,0,0,0,0,1,0,0,,0,,40,0,0,0,,Paranoid,"Drafted team discount",Average,"Track Athlete",Average,4681,0,"2025-12-11 23:42:18.370","2025-12-11 23:42:18.370",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,25,0,0,0,,,0,0,0,0,,0
4691,Luis,Rangel,PF,23,27,0,Massachusetts,USA,0,,1,6-11,34,4,9,6,12,10,3,12,4,F,F,C-,F,C-,C-,F,B-,D,55,B-,0,,0,,0,0,0,1,0,0,1,0,0,,0,,45,0,0,0,,Paranoid,Average,Average,Average,Average,4691,0,"2025-12-12 00:08:10.019","2025-12-12 00:08:10.019",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,20,0,0,0,,,0,0,0,0,,0
4692,Seth,Phelps,C,23,26,0,Wyoming,USA,0,,1,6-10,27,4,5,4,9,7,2,12,5,F,F,D,F,D,D,F,C,D,50,C+,0,,0,,0,0,0,0,0,0,1,1,0,,0,,37,0,0,0,,Average,Average,Average,Average,Average,4692,0,"2025-12-12 00:12:16.093","2025-12-12 00:12:16.093",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,21,0,0,0,,,0,0,0,0,,0
4693,Ian,Vance,SF,23,29,0,"South Dakota",USA,265,MONM,2,6-11,43,10,9,4,8,7,14,5,6,F,C,D,F,C-,D,C,F,D,41,C+,0,,0,,1,1,0,0,0,1,0,1,0,,0,,34,0,0,0,,Tough,Average,"Prefers to play for an up-and-coming team",Average,Average,4693,0,"2025-12-11 23:42:23.295","2025-12-11 23:42:23.295",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,20,0,0,0,,,0,0,0,0,,0
4703,Matthew,Dulac,SF,23,29,0,Tennessee,USA,266,NCAT,1,6-11,42,4,3,6,20,12,8,12,6,F,D,F,D,A-,C+,F,C-,C-,4,F,0,,0,,1,0,0,1,0,0,1,0,0,,0,,41,0,0,0,,Uncooperative,Loyal,Average,Average,"Teacher's Pet",4703,0,"2025-12-11 23:42:33.554","2025-12-11 23:42:33.554",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,59,0,0,0,,,0,0,0,0,,0
4704,Richard,Mcneal,PG,23,29,0,"Rhode Island",USA,266,NCAT,1,6-11,38,4,13,11,4,11,7,5,9,F,F,C-,C,F,C,D,F,D,81,A,0,,0,,1,0,0,0,1,1,0,0,0,,0,,48,0,0,0,,Average,Adversarial,"Prefers to play for a specific coach",Average,Average,4704,0,"2025-12-11 23:42:35.417","2025-12-11 23:42:35.417",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,14,0,0,0,,,0,0,0,0,,0
4705,William,Griggs,SF,23,26,0,Tennessee,USA,0,,1,7-1,26,4,7,10,8,2,2,7,13,F,F,F,C-,C-,F,F,D,C+,50,B-,0,,0,,0,1,0,1,0,0,0,1,0,,0,,41,0,0,0,,Flamboyant,Average,Average,Hard-working,Average,4705,0,"2025-12-12 00:12:34.935","2025-12-12 00:12:34.935",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,33,0,0,0,,,0,0,0,0,,0
4715,James,Horne,PG,23,25,0,"New Mexico",USA,0,,1,7-0,28,7,6,6,7,5,4,5,8,F,D,D,F,F,D,F,D,C-,43,C,0,,0,,0,0,0,0,0,0,0,0,0,,0,,37,0,0,0,,Average,Adversarial,Average,Average,Average,4715,0,"2025-12-12 00:11:25.624","2025-12-12 00:11:25.624",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,33,0,0,0,,,0,0,0,0,,0
4716,Raphael,Hubert,PF,23,30,0,,Morocco,267,NE,1,6-11,44,8,9,4,7,8,14,9,8,F,C-,C,F,D,D,B-,C-,D,98,A+,0,,0,,1,1,0,0,1,1,0,0,0,,0,,43,0,0,0,,Average,Average,Average,Average,"Sits at the front of the class",4716,0,"2025-12-11 23:42:43.983","2025-12-11 23:42:43.983",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,29,0,0,0,,,0,0,0,0,,0
4717,Thomas,Abrams,C,23,24,0,"West Virginia",USA,267,NE,1,7-1,41,6,7,2,11,11,12,2,11,F,F,F,F,C,C,C,F,C-,51,B-,0,,0,,0,0,1,0,0,1,0,0,0,,0,,47,0,0,0,,Average,Average,Average,Average,Average,4717,0,"2025-12-11 23:42:45.801","2025-12-11 23:42:45.801",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,28,0,0,0,,,0,0,0,0,,0
4727,Joseph,Budd,PG,23,30,0,Arkansas,USA,0,,1,7-1,24,2,8,9,9,5,3,2,11,F,F,D,D,C-,F,F,F,C+,45,C,0,,0,,1,1,0,0,1,0,0,0,0,,0,,31,0,0,0,,"Book Worm","Hates Cleveland",Open-Minded,"Focuses on Max Weight","Sits at the back of the class",4727,0,"2025-12-12 00:12:46.160","2025-12-12 00:12:46.160",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,30,0,0,0,,,0,0,0,0,,0
4728,Richard,Choate,PG,23,30,0,Louisiana,USA,292,SIE,1,6-9,36,4,4,4,14,13,6,4,8,F,F,F,D,C+,C+,F,F,D,53,C+,0,,0,,0,0,0,1,1,0,0,0,0,,0,,39,0,0,0,,Average,Average,"Prefers to play for an up-and-coming team",Average,"Less likely to get academic probation",4728,0,"2025-12-11 23:46:50.856","2025-12-11 23:46:50.856",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,24,0,0,0,,,0,0,0,0,,0
4729,Ronald,Woods,PF,23,24,0,,Nigeria,0,,1,6-9,39,6,5,12,12,3,11,7,13,F,D,D,C,C-,F,C-,D,C-,73,A,0,,0,,1,0,1,0,1,0,0,1,0,,0,,48,0,0,0,,Disloyal,Average,Average,"Film Room Genius","Loves Learning",4729,0,"2025-12-12 00:05:40.401","2025-12-12 00:05:40.401",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,31,0,0,0,,,0,0,0,0,,0
4739,Jimmy,Bastidas,PF,23,30,0,,France,269,UNCW,1,7-1,37,7,5,8,7,9,9,4,9,F,F,D,D,D,D,C,F,D,98,A+,0,,0,,0,1,1,0,0,0,0,0,0,,0,,46,0,0,0,,Reliable,Average,"Prefers to be close to home",Average,Average,4739,0,"2025-12-11 23:43:00.845","2025-12-11 23:43:00.845",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,22,0,0,0,,,0,0,0,0,,0
4740,Gary,Dufresne,PF,23,30,0,,Montenegro,269,UNCW,1,7-0,34,7,14,3,7,9,4,10,3,F,F,C,F,D,C-,F,D,F,43,C+,0,,0,,1,0,0,1,0,0,0,0,0,,0,,33,0,0,0,,Average,"Championship seeking",Average,Average,Average,4740,0,"2025-12-11 23:43:02.988","2025-12-11 23:43:02.988",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,49,0,0,0,,,0,0,0,0,,0
4741,Richard,Kujawski,C,23,29,0,,Estonia,0,,1,7-1,35,10,2,12,17,7,1,12,3,F,D,F,B-,B,D,F,C-,F,87,A+,0,,0,,0,1,0,1,0,0,0,0,0,,0,,47,0,0,0,,Average,"Championship seeking",Average,Quiet,Average,4741,0,"2025-12-12 00:08:17.316","2025-12-12 00:08:17.316",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,69,0,0,0,,,0,0,0,0,,0
4751,Clinton,Crosta,SG,23,30,0,,Israel,0,,1,7-1,23,4,11,7,11,2,7,1,2,F,F,C+,D,C+,F,F,F,F,44,C+,0,,0,,0,1,1,0,0,0,1,1,0,,0,,40,0,0,0,,Average,Average,Average,"Streams too much",Average,4751,0,"2025-12-12 00:12:59.680","2025-12-12 00:12:59.680",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,2,0,0,0,,,0,0,0,0,,0
4752,Mark,Boulware,SF,23,30,0,Montana,USA,270,STBK,1,6-10,33,9,8,2,7,9,3,3,11,F,D,D,F,D,C-,F,F,C+,45,C,0,,0,,1,0,1,1,0,0,0,0,0,,0,,39,0,0,0,,Average,Average,Average,"Footwork king",Average,4752,0,"2025-12-11 23:43:11.095","2025-12-11 23:43:11.095",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,0,0,0,0,,,0,0,0,0,,0
4753,Melvin,Harkrider,SG,23,30,0,,Estonia,270,STBK,1,6-10,21,2,4,2,9,3,7,4,4,F,F,D,F,C,F,F,D,F,22,D,0,,0,,1,1,0,1,0,0,1,1,0,,0,,35,0,0,0,,Average,Average,Average,Average,"Naturally book smart",4753,0,"2025-12-11 23:43:12.942","2025-12-11 23:43:12.942",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,19,0,0,0,,,0,0,0,0,,0
4763,Paul,Rea,PF,23,26,0,"South Dakota",USA,271,W&M,2,7-1,43,9,10,12,3,8,10,6,10,F,D,C,C+,F,D,C,D,C,59,A-,0,,0,,0,1,1,1,1,0,0,0,0,,0,,34,0,0,0,,Average,"Money motivated",Average,"Focuses on Max Reps","Takes AP classes",4763,0,"2025-12-11 23:43:20.550","2025-12-11 23:43:20.550",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,3,0,0,0,,,0,0,0,0,,0
4764,Arthur,Winston,PF,23,24,0,Texas,USA,271,W&M,1,6-11,34,7,5,4,5,11,6,4,9,F,C-,F,D,F,D,D,D,C-,42,C,0,,0,,0,1,0,0,1,0,1,1,0,,0,,43,0,0,0,,Average,Average,"Prefers to play for a team with a rich history",Average,"Wants to finish degree",4764,0,"2025-12-11 23:43:25.263","2025-12-11 23:43:25.263",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,5,0,0,0,,,0,0,0,0,,0
4765,Thomas,Ferrucci,SG,23,29,0,"North Carolina",USA,271,W&M,2,6-11,43,11,9,11,2,7,14,7,2,F,C-,D,D,F,D,C+,F,F,15,D-,0,,0,,0,0,0,0,1,1,0,0,0,,0,,40,0,0,0,,Average,Average,Average,"Working-Class mentality",Average,4765,0,"2025-12-11 23:43:22.394","2025-12-11 23:43:22.394",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,8,0,0,0,,,0,0,0,0,,0
4775,Edmund,Asquith,C,23,30,0,Pennsylvania,USA,272,CAMP,1,7-1,43,4,13,14,3,17,1,11,12,F,F,C-,C+,F,B+,F,C+,C+,73,A-,0,,0,,0,0,0,0,1,0,0,1,0,,0,,35,0,0,0,,Average,Average,"Prefers to play for a team with a rich history",Average,Average,4775,0,"2025-12-11 23:43:33.992","2025-12-11 23:43:33.992",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,77,0,0,0,,,0,0,0,0,,0
4776,William,Power,SG,23,30,0,Montana,USA,272,CAMP,1,6-10,39,12,10,4,13,9,4,2,9,F,C,C-,F,B-,C,F,F,D,53,B,0,,0,,0,0,1,1,1,0,1,0,0,,0,,48,0,0,0,,Relaxed,Average,Average,Average,Average,4776,0,"2025-12-11 23:43:35.851","2025-12-11 23:43:35.851",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,23,0,0,0,,,0,0,0,0,,0
4777,Christopher,Richardson,PF,23,30,0,Washington,USA,0,,1,7-0,30,1,6,1,11,9,8,2,11,F,F,C-,F,D,D,C-,F,C-,48,B-,0,,0,,0,0,0,0,0,0,0,0,0,,0,,44,0,0,0,,Impatient,Average,Average,Average,Average,4777,0,"2025-12-12 00:09:25.496","2025-12-12 00:09:25.496",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,5,0,0,0,,,0,0,0,0,,0
4787,James,Stinson,SG,23,29,0,,DCR,97,CUSE,1,6-11,47,3,10,13,5,13,10,14,10,F,D,D,B-,F,C-,D,C+,C,7,F,0,,0,,0,1,0,0,1,1,1,0,0,,0,,34,0,0,0,,Average,Average,"Prefers to play for a team with a rich history","Film Room Genius",Average,4787,0,"2025-12-11 23:11:40.656","2025-12-11 23:11:40.656",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,67,0,0,0,,,0,0,0,0,,0
4788,Kamlesh,James,SF,23,25,0,Florida,USA,273,CLEV,1,7-0,49,15,9,14,5,17,2,7,5,F,B-,C-,C,F,B,F,F,D,89,A+,0,,0,,0,1,1,0,1,0,0,0,0,,0,,43,0,0,0,,Average,Average,"Prefers to play in a different state",Average,Average,4788,0,"2025-12-11 23:43:43.411","2025-12-11 23:43:43.411",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,53,0,0,0,,,0,0,0,0,,0
4789,Anthony,Richardson,SG,23,27,0,Michigan,USA,0,,1,6-10,28,4,7,9,9,4,3,12,6,F,F,C-,D,D,D,D,B-,F,44,C,0,,0,,0,1,0,1,0,0,1,1,0,,0,,41,0,0,0,,Outgoing,Average,Average,Average,Average,4789,0,"2025-12-12 00:11:41.348","2025-12-12 00:11:41.348",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,20,0,0,0,,,0,0,0,0,,0
4799,Richard,Buskirk,SF,23,30,0,"South Dakota",USA,274,DETM,1,7-0,43,11,1,9,8,9,10,7,8,F,C+,F,C-,D,C,C-,F,D,42,C+,0,,0,,0,0,0,0,0,1,1,0,0,,0,,35,0,0,0,,Average,Average,Average,Average,Studious,4799,0,"2025-12-11 23:43:53.415","2025-12-11 23:43:53.415",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,53,0,0,0,,,0,0,0,0,,0
4800,Ricardo,Clyburn,PG,23,25,0,Idaho,USA,274,DETM,2,7-1,50,13,10,10,4,9,12,6,10,F,C,C,C+,F,D,C,D,C-,44,C,0,,0,,1,0,1,0,0,0,1,1,0,,0,,37,0,0,0,,Perfectionist,Average,Average,Average,"Borderline failing",4800,0,"2025-12-11 23:43:50.669","2025-12-11 23:43:50.669",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,31,0,0,0,,,0,0,0,0,,0
4801,Richard,Schultz,C,23,27,0,Oregon,USA,0,,1,7-1,26,4,4,1,8,6,3,7,12,F,F,F,F,D,C-,F,F,C+,50,B,0,,0,,0,0,0,0,0,0,0,0,0,,0,,42,0,0,0,,Average,Average,Average,Average,Average,4801,0,"2025-12-12 00:12:24.810","2025-12-12 00:12:24.810",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,27,0,0,0,,,0,0,0,0,,0
4811,Paul,Jewell,SG,23,24,0,,Austria,275,UWGB,1,6-10,34,7,14,4,12,5,7,3,8,F,D,C+,F,C-,D,D,F,C-,53,B-,0,,0,,1,1,0,1,1,1,0,0,0,,0,,45,0,0,0,,Average,Average,Average,Average,Average,4811,0,"2025-12-11 23:44:01.840","2025-12-11 23:44:01.840",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,25,0,0,0,,,0,0,0,0,,0
4812,Charles,Webb,SG,23,27,0,Kentucky,USA,275,UWGB,1,6-9,41,12,9,3,10,4,10,8,8,F,C,D,F,C-,F,C+,C-,D,37,C,0,,0,,0,0,1,1,0,0,0,0,0,,0,,38,0,0,0,,Average,Average,Average,Average,Average,4812,0,"2025-12-11 23:44:00.013","2025-12-11 23:44:00.013",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,22,0,0,0,,,0,0,0,0,,0
4813,Ricky,Fletcher,SG,23,26,0,California,USA,0,,1,7-1,28,5,5,8,10,10,2,6,2,F,D,F,F,C+,D,F,D,F,19,C-,0,,0,,0,0,0,0,0,0,0,0,0,,0,,41,0,0,0,,Average,Market-driven,Average,Lazy,Average,4813,0,"2025-12-12 00:11:49.191","2025-12-12 00:11:49.191",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,29,0,0,0,,,0,0,0,0,,0
4823,Frank,Vaughn,PG,23,28,0,,"Democratic Republic of Congo",276,IUPU,1,7-0,42,6,15,7,7,5,13,5,13,F,F,C+,C-,D,F,C,F,C+,87,A+,0,,0,,1,0,0,0,0,1,1,1,0,,0,,36,0,0,0,,Tough,Average,Average,Average,Average,4823,0,"2025-12-11 23:44:08.589","2025-12-11 23:44:08.589",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,53,0,0,0,,,0,0,0,0,,0
4824,Arnold,Huang,PG,23,26,0,,India,0,,1,7-1,26,3,9,11,3,1,5,9,11,F,F,C-,C-,F,F,F,D,D,44,C+,0,,0,,1,1,1,0,0,1,0,1,0,,0,,43,0,0,0,,Cooperative,Average,Average,Hard-working,Average,4824,0,"2025-12-12 00:12:39.907","2025-12-12 00:12:39.907",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,15,0,0,0,,,0,0,0,0,,0
4825,Amos,Banks,PG,23,26,0,,DCR,276,IUPU,1,6-11,32,5,8,9,9,4,9,8,5,F,D,C-,D,C-,F,C,D,D,42,C+,0,,0,,1,1,0,1,1,0,0,0,0,,0,,44,0,0,0,,Narcissist,Average,Average,"Focuses on Max Reps",Average,4825,0,"2025-12-11 23:44:10.877","2025-12-11 23:44:10.877",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,11,0,0,0,,,0,0,0,0,,0
4835,Hong,Ikeda,C,23,29,0,,China,0,,1,7-0,33,5,12,9,4,11,7,2,2,F,F,C-,C,F,C,D,F,F,57,B-,0,,0,,0,0,0,0,1,0,0,0,0,,0,,43,0,0,0,,Eccentric,"Will eventually play for LeBron",Average,Average,Average,4835,0,"2025-12-12 00:07:51.701","2025-12-12 00:07:51.701",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,22,0,0,0,,,0,0,0,0,,0
4836,Douglas,Lussier,SF,23,24,0,,Canada,277,MILW,1,7-0,48,6,12,18,3,6,14,11,11,F,F,C,B-,F,F,C+,C+,C+,71,A-,0,,0,,0,1,1,0,0,1,0,1,0,,0,,46,0,0,0,,Cooperative,Average,Average,Hard-working,Average,4836,0,"2025-12-11 23:44:20.835","2025-12-11 23:44:20.835",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,68,0,0,0,,,0,0,0,0,,0
4837,James,Forth,SG,23,25,0,Wisconsin,USA,0,,1,7-0,30,5,5,15,9,10,2,4,5,F,D,F,B-,D,D,F,F,D,54,B,0,,0,,0,1,0,1,1,0,0,0,0,,0,,41,0,0,0,,Average,"Wants extensions",Average,Average,Average,4837,0,"2025-12-12 00:11:51.662","2025-12-12 00:11:51.662",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,71,0,0,0,,,0,0,0,0,,0
4847,John,Sawtelle,SG,23,26,0,Virginia,USA,278,NKU,1,6-10,32,10,7,9,7,1,5,11,8,F,C,F,D,D,F,D,C,D,18,D-,0,,0,,1,1,0,0,0,0,0,0,0,,0,,40,0,0,0,,Average,Average,Average,"Streams too much",Average,4847,0,"2025-12-11 23:44:39.508","2025-12-11 23:44:39.508",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,29,0,0,0,,,0,0,0,0,,0
4848,Jeffrey,George,SF,23,27,0,Oregon,USA,278,NKU,1,7-1,40,11,3,1,12,4,8,12,12,F,C-,F,F,C-,D,D,C+,C-,88,A+,0,,0,,0,0,0,0,0,0,0,0,0,,0,,46,0,0,0,,Average,Adversarial,Average,Average,Average,4848,0,"2025-12-11 23:44:37.005","2025-12-11 23:44:37.005",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,49,0,0,0,,,0,0,0,0,,0
